"No1","No2"
212,2060
213,2061
213,2062
213,2063
213,2064
213,2065
214,2066
214,2067
214,2068
214,2069
214,2070
215,2071
215,2072
215,2073
215,2074
215,2075
216,2076
216,2077
216,2078
216,2079
216,2080
217,2081
217,2082
217,2083
217,2084
217,2085
218,2086
218,2087
218,2088
218,2089
218,2090
219,2091
219,2092
219,2093
219,2094
219,2095
220,2096
220,2097
220,2098
220,2099
220,2100
221,2101
221,2102
221,2103
221,2104
221,2105
222,2106
222,2107
222,2108
222,2109
222,2110
223,2111
223,2112
223,2113
223,2114
223,2115
224,2116
224,2117
224,2118
224,2119
224,2120
225,2121
225,2122
225,2123
225,2124
225,2125
226,2126
226,2127
226,2128
226,2129
226,2130
227,2131
227,2132
227,2133
227,2134
227,2135
228,2136
228,2137
228,2138
228,2139
228,2140
229,2141
229,2142
229,2143
229,2144
229,2145
230,2146
230,2147
230,2148
230,2149
230,2150
231,2151
231,2152
231,2153
231,2154
231,2155
232,2156
232,2157
232,2158
232,2159
232,2160
233,2161
233,2162
233,2163
233,2164
233,2165
234,2166
234,2167
234,2168
234,2169
234,2170
235,2171
235,2172
235,2173
235,2174
235,2175
236,2176
236,2177
236,2178
236,2179
236,2180
237,2181
237,2182
237,2183
237,2184
237,2185
238,2186
238,2187
238,2188
238,2189
238,2190
239,2191
239,2192
239,2193
239,2194
239,2195
240,2196
240,2197
240,2198
240,2199
240,2200
241,2201
241,2202
241,2203
241,2204
241,2205
242,2206
242,2207
242,2208
242,2209
242,2210
243,2211
243,2212
243,2213
243,2214
243,2215
244,2216
244,2217
244,2218
244,2219
244,2220
245,2221
245,2222
245,2223
245,2224
245,2225
246,2226
246,2227
246,2228
246,2229
246,2230
247,2231
247,2232
247,2233
247,2234
247,2235
248,2236
248,2237
248,2238
248,2239
248,2240
249,2241
249,2242
249,2243
249,2244
249,2245
250,2246
250,2247
250,2248
250,2249
250,2250
251,2251
251,2252
251,2253
251,2254
251,2255
252,2256
252,2257
252,2258
252,2259
252,2260
253,2261
253,2262
253,2263
253,2264
253,2265
254,2266
254,2267
254,2268
254,2269
254,2270
255,2271
255,2272
255,2273
255,2274
255,2275
256,2276
256,2277
256,2278
256,2279
256,2280
257,2281
257,2282
257,2283
257,2284
257,2285
258,2286
258,2287
258,2288
258,2289
258,2290
259,2291
259,2292
259,2293
259,2294
259,2295
260,2296
260,2297
260,2298
260,2299
260,2300
261,2301
261,2302
261,2303
261,2304
261,2305
262,2306
262,2307
262,2308
262,2309
262,2310
263,2311
263,2312
263,2313
263,2314
263,2315
264,2316
264,2317
264,2318
264,2319
264,2320
265,2321
265,2322
265,2323
265,2324
265,2325
266,2326
266,2327
266,2328
266,2329
266,2330
267,2331
267,2332
267,2333
267,2334
267,2335
268,2336
268,2337
268,2338
268,2339
268,2340
269,2341
269,2342
269,2343
269,2344
269,2345
270,2346
270,2347
270,2348
270,2349
270,2350
271,2351
271,2352
271,2353
271,2354
271,2355
272,2356
272,2357
272,2358
272,2359
272,2360
273,2361
273,2362
273,2363
273,2364
273,2365
274,2366
274,2367
274,2368
274,2369
274,2370
275,2371
275,2372
275,2373
275,2374
275,2375
276,2376
276,2377
276,2378
276,2379
276,2380
277,2381
277,2382
277,2383
277,2384
277,2385
278,2386
278,2387
278,2388
278,2389
278,2390
279,2391
279,2392
279,2393
279,2394
279,2395
280,2396
280,2397
280,2398
280,2399
280,2400
281,2401
281,2402
281,2403
281,2404
281,2405
282,2406
282,2407
282,2408
282,2409
282,2410
283,2411
283,2412
283,2413
283,2414
283,2415
284,2416
284,2417
284,2418
284,2419
284,2420
285,2421
285,2422
285,2423
285,2424
285,2425
286,2426
286,2427
286,2428
286,2429
286,2430
287,2431
287,2432
287,2433
287,2434
287,2435
288,2436
288,2437
288,2438
288,2439
288,2440
289,2441
289,2442
289,2443
289,2444
289,2445
290,2446
290,2447
290,2448
290,2449
290,2450
291,2451
291,2452
291,2453
291,2454
291,2455
292,2456
292,2457
292,2458
292,2459
292,2460
293,2461
293,2462
293,2463
293,2464
293,2465
294,2466
294,2467
294,2468
294,2469
294,2470
295,2471
295,2472
295,2473
295,2474
295,2475
296,2476
296,2477
296,2478
296,2479
296,2480
297,2481
297,2482
297,2483
297,2484
297,2485
298,2486
298,2487
298,2488
298,2489
298,2490
299,2491
299,2492
299,2493
299,2494
299,2495
300,2496
300,2497
300,2498
300,2499
300,2500
301,2501
301,2502
301,2503
301,2504
301,2505
302,2506
302,2507
302,2508
302,2509
302,2510
303,2511
303,2512
303,2513
303,2514
303,2515
304,2516
304,2517
304,2518
304,2519
304,2520
305,2521
305,2522
305,2523
305,2524
305,2525
306,2526
306,2527
306,2528
306,2529
306,2530
307,2531
307,2532
307,2533
307,2534
307,2535
308,2536
308,2537
308,2538
308,2539
308,2540
309,2541
309,2542
309,2543
309,2544
309,2545
310,2546
310,2547
310,2548
310,2549
310,2550
311,2551
311,2552
311,2553
311,2554
311,2555
312,2556
312,2557
312,2558
312,2559
312,2560
313,2561
313,2562
313,2563
313,2564
313,2565
314,2566
314,2567
314,2568
314,2569
314,2570
315,2571
315,2572
315,2573
315,2574
315,2575
316,2576
316,2577
316,2578
316,2579
316,2580
317,2581
317,2582
317,2583
317,2584
317,2585
318,2586
318,2587
318,2588
318,2589
318,2590
319,2591
319,2592
319,2593
319,2594
319,2595
320,2596
320,2597
320,2598
320,2599
320,2600
321,2601
321,2602
321,2603
321,2604
321,2605
322,2606
322,2607
322,2608
322,2609
322,2610
323,2611
323,2612
323,2613
323,2614
323,2615
324,2616
324,2617
324,2618
324,2619
324,2620
325,2621
325,2622
325,2623
325,2624
325,2625
326,2626
326,2627
326,2628
326,2629
326,2630
327,2631
327,2632
327,2633
327,2634
327,2635
328,2636
328,2637
328,2638
328,2639
328,2640
329,2641
329,2642
329,2643
329,2644
329,2645
330,2646
330,2647
330,2648
330,2649
330,2650
331,2651
331,2652
331,2653
331,2654
331,2655
332,2656
332,2657
332,2658
332,2659
332,2660
333,2661
333,2662
333,2663
333,2664
333,2665
334,2666
334,2667
334,2668
334,2669
334,2670
335,2671
335,2672
335,2673
335,2674
335,2675
336,2676
336,2677
336,2678
336,2679
336,2680
337,2681
337,2682
337,2683
337,2684
337,2685
338,2686
338,2687
338,2688
338,2689
338,2690
339,2691
339,2692
339,2693
339,2694
339,2695
340,2696
340,2697
340,2698
340,2699
340,2700
341,2701
341,2702
341,2703
341,2704
341,2705
342,2706
342,2707
342,2708
342,2709
342,2710
343,2711
343,2712
343,2713
343,2714
343,2715
344,2716
344,2717
344,2718
344,2719
344,2720
345,2721
345,2722
345,2723
345,2724
345,2725
346,2726
346,2727
346,2728
346,2729
346,2730
347,2731
347,2732
347,2733
347,2734
347,2735
348,2736
348,2737
348,2738
348,2739
348,2740
349,2741
349,2742
349,2743
349,2744
349,2745
350,2746
350,2747
350,2748
350,2749
350,2750
351,2751
351,2752
351,2753
351,2754
351,2755
352,2756
352,2757
352,2758
352,2759
352,2760
353,2761
353,2762
353,2763
353,2764
353,2765
354,2766
354,2767
354,2768
354,2769
354,2770
355,2771
355,2772
355,2773
355,2774
355,2775
356,2776
356,2777
356,2778
356,2779
356,2780
357,2781
357,2782
357,2783
357,2784
357,2785
358,2786
358,2787
358,2788
358,2789
358,2790
359,2791
359,2792
359,2793
359,2794
359,2795
360,2796
360,2797
360,2798
360,2799
360,2800
361,2801
361,2802
361,2803
361,2804
361,2805
362,2806
362,2807
362,2808
362,2809
362,2810
363,2811
363,2812
363,2813
363,2814
363,2815
364,2816
364,2817
364,2818
364,2819
364,2820
365,2821
365,2822
365,2823
365,2824
365,2825
366,2826
366,2827
366,2828
366,2829
366,2830
367,2831
367,2832
367,2833
367,2834
367,2835
368,2836
368,2837
368,2838
368,2839
368,2840
369,2841
369,2842
369,2843
369,2844
369,2845
370,2846
370,2847
370,2848
370,2849
370,2850
371,2851
371,2852
371,2853
371,2854
371,2855
372,2856
372,2857
372,2858
372,2859
372,2860
373,2861
373,2862
373,2863
373,2864
373,2865
374,2866
374,2867
374,2868
374,2869
374,2870
375,2871
375,2872
375,2873
375,2874
375,2875
376,2876
376,2877
376,2878
376,2879
376,2880
377,2881
377,2882
377,2883
377,2884
377,2885
378,2886
378,2887
378,2888
378,2889
378,2890
379,2891
379,2892
379,2893
379,2894
379,2895
380,2896
380,2897
380,2898
380,2899
380,2900
381,2901
381,2902
381,2903
381,2904
381,2905
382,2906
382,2907
382,2908
382,2909
382,2910
383,2911
383,2912
383,2913
383,2914
383,2915
384,2916
384,2917
384,2918
384,2919
384,2920
385,2921
385,2922
385,2923
385,2924
385,2925
386,2926
386,2927
386,2928
386,2929
386,2930
387,2931
387,2932
387,2933
387,2934
387,2935
388,2936
388,2937
388,2938
388,2939
388,2940
389,2941
389,2942
389,2943
389,2944
389,2945
390,2946
390,2947
390,2948
390,2949
390,2950
391,2951
391,2952
391,2953
391,2954
391,2955
392,2956
392,2957
392,2958
392,2959
392,2960
393,2961
393,2962
393,2963
393,2964
393,2965
394,2966
394,2967
394,2968
394,2969
394,2970
395,2971
395,2972
395,2973
395,2974
395,2975
396,2976
396,2977
396,2978
396,2979
396,2980
397,2981
397,2982
397,2983
397,2984
397,2985
398,2986
398,2987
398,2988
398,2989
398,2990
399,2991
399,2992
399,2993
399,2994
399,2995
400,2996
400,2997
400,2998
400,2999
400,3000
401,3001
401,3002
401,3003
401,3004
401,3005
402,3006
402,3007
402,3008
402,3009
402,3010
403,3011
403,3012
403,3013
403,3014
403,3015
404,3016
404,3017
404,3018
404,3019
404,3020
405,3021
405,3022
405,3023
405,3024
405,3025
406,3026
406,3027
406,3028
406,3029
406,3030
407,3031
407,3032
407,3033
407,3034
407,3035
408,3036
408,3037
408,3038
408,3039
408,3040
409,3041
409,3042
409,3043
409,3044
409,3045
410,3046
410,3047
410,3048
410,3049
410,3050
411,3051
411,3052
411,3053
411,3054
411,3055
412,3056
412,3057
412,3058
412,3059
412,3060
413,3061
413,3062
413,3063
413,3064
413,3065
414,3066
414,3067
414,3068
414,3069
414,3070
415,3071
415,3072
415,3073
415,3074
415,3075
416,3076
416,3077
416,3078
416,3079
416,3080
417,3081
417,3082
417,3083
417,3084
417,3085
418,3086
418,3087
418,3088
418,3089
418,3090
419,3091
419,3092
419,3093
419,3094
419,3095
420,3096
420,3097
420,3098
420,3099
420,3100
421,3101
421,3102
421,3103
421,3104
421,3105
422,3106
422,3107
422,3108
422,3109
422,3110
423,3111
423,3112
423,3113
423,3114
423,3115
424,3116
424,3117
424,3118
424,3119
424,3120
425,3121
425,3122
425,3123
425,3124
425,3125
426,3126
426,3127
426,3128
426,3129
426,3130
427,3131
427,3132
427,3133
427,3134
427,3135
428,3136
428,3137
428,3138
428,3139
428,3140
429,3141
429,3142
429,3143
429,3144
429,3145
430,3146
430,3147
430,3148
430,3149
430,3150
431,3151
431,3152
431,3153
431,3154
431,3155
432,3156
432,3157
432,3158
432,3159
432,3160
433,3161
433,3162
433,3163
433,3164
433,3165
434,3166
434,3167
434,3168
434,3169
434,3170
435,3171
435,3172
435,3173
435,3174
435,3175
436,3176
436,3177
436,3178
436,3179
436,3180
437,3181
437,3182
437,3183
437,3184
437,3185
438,3186
438,3187
438,3188
438,3189
438,3190
439,3191
439,3192
439,3193
439,3194
439,3195
440,3196
440,3197
440,3198
440,3199
440,3200
441,3201
441,3202
441,3203
441,3204
441,3205
442,3206
442,3207
442,3208
442,3209
442,3210
443,3211
443,3212
443,3213
443,3214
443,3215
444,3216
444,3217
444,3218
444,3219
444,3220
445,3221
445,3222
445,3223
445,3224
445,3225
446,3226
446,3227
446,3228
446,3229
446,3230
447,3231
447,3232
447,3233
447,3234
447,3235
448,3236
448,3237
448,3238
448,3239
448,3240
449,3241
449,3242
449,3243
449,3244
449,3245
450,3246
450,3247
450,3248
450,3249
450,3250
451,3251
451,3252
451,3253
451,3254
451,3255
452,3256
452,3257
452,3258
452,3259
452,3260
453,3261
453,3262
453,3263
453,3264
453,3265
454,3266
454,3267
454,3268
454,3269
454,3270
455,3271
455,3272
455,3273
455,3274
455,3275
456,3276
456,3277
456,3278
456,3279
456,3280
457,3281
457,3282
457,3283
457,3284
457,3285
458,3286
458,3287
458,3288
458,3289
458,3290
459,3291
459,3292
459,3293
459,3294
459,3295
460,3296
460,3297
460,3298
460,3299
460,3300
461,3301
461,3302
461,3303
461,3304
461,3305
462,3306
462,3307
462,3308
462,3309
462,3310
463,3311
463,3312
463,3313
463,3314
463,3315
464,3316
464,3317
464,3318
464,3319
464,3320
465,3321
465,3322
465,3323
465,3324
465,3325
466,3326
466,3327
466,3328
466,3329
466,3330
467,3331
467,3332
467,3333
467,3334
467,3335
468,3336
468,3337
468,3338
468,3339
468,3340
469,3341
469,3342
469,3343
469,3344
469,3345
470,3346
470,3347
470,3348
470,3349
470,3350
471,3351
471,3352
471,3353
471,3354
471,3355
472,3356
472,3357
472,3358
472,3359
472,3360
473,3361
473,3362
473,3363
473,3364
473,3365
474,3366
474,3367
474,3368
474,3369
474,3370
475,3371
475,3372
475,3373
475,3374
475,3375
476,3376
476,3377
476,3378
476,3379
476,3380
477,3381
477,3382
477,3383
477,3384
477,3385
478,3386
478,3387
478,3388
478,3389
478,3390
479,3391
479,3392
479,3393
479,3394
479,3395
480,3396
480,3397
480,3398
480,3399
480,3400
481,3401
481,3402
481,3403
481,3404
481,3405
482,3406
482,3407
482,3408
482,3409
482,3410
483,3411
483,3412
483,3413
483,3414
483,3415
484,3416
484,3417
484,3418
484,3419
484,3420
485,3421
485,3422
485,3423
485,3424
485,3425
486,3426
486,3427
486,3428
486,3429
486,3430
487,3431
487,3432
487,3433
487,3434
487,3435
488,3436
488,3437
488,3438
488,3439
488,3440
489,3441
489,3442
489,3443
489,3444
489,3445
490,3446
490,3447
490,3448
490,3449
490,3450
491,3451
491,3452
491,3453
491,3454
491,3455
492,3456
492,3457
492,3458
492,3459
492,3460
493,3461
493,3462
493,3463
493,3464
493,3465
494,3466
494,3467
494,3468
494,3469
494,3470
495,3471
495,3472
495,3473
495,3474
495,3475
496,3476
496,3477
496,3478
496,3479
496,3480
497,3481
497,3482
497,3483
497,3484
497,3485
498,3486
498,3487
498,3488
498,3489
498,3490
499,3491
499,3492
499,3493
499,3494
499,3495
500,3496
500,3497
500,3498
500,3499
500,3500
501,3501
501,3502
501,3503
501,3504
501,3505
502,3506
502,3507
502,3508
502,3509
502,3510
503,3511
503,3512
503,3513
503,3514
503,3515
504,3516
504,3517
504,3518
504,3519
504,3520
505,3521
505,3522
505,3523
505,3524
505,3525
506,3526
506,3527
506,3528
506,3529
506,3530
507,3531
507,3532
507,3533
507,3534
507,3535
508,3536
508,3537
508,3538
508,3539
508,3540
509,3541
509,3542
509,3543
509,3544
509,3545
510,3546
510,3547
510,3548
510,3549
510,3550
511,3551
511,3552
511,3553
511,3554
511,3555
512,3556
512,3557
512,3558
512,3559
512,3560
513,3561
513,3562
513,3563
513,3564
513,3565
514,3566
514,3567
514,3568
514,3569
514,3570
515,3571
515,3572
515,3573
515,3574
515,3575
516,3576
516,3577
516,3578
516,3579
516,3580
517,3581
517,3582
517,3583
517,3584
517,3585
518,3586
518,3587
518,3588
518,3589
518,3590
519,3591
519,3592
519,3593
519,3594
519,3595
520,3596
520,3597
520,3598
520,3599
520,3600
521,3601
521,3602
521,3603
521,3604
521,3605
522,3606
522,3607
522,3608
522,3609
522,3610
523,3611
523,3612
523,3613
523,3614
523,3615
524,3616
524,3617
524,3618
524,3619
524,3620
525,3621
525,3622
525,3623
525,3624
525,3625
526,3626
526,3627
526,3628
526,3629
526,3630
527,3631
527,3632
527,3633
527,3634
527,3635
528,3636
528,3637
528,3638
528,3639
528,3640
529,3641
529,3642
529,3643
529,3644
529,3645
530,3646
530,3647
530,3648
530,3649
530,3650
531,3651
531,3652
531,3653
531,3654
531,3655
532,3656
532,3657
532,3658
532,3659
532,3660
533,3661
533,3662
533,3663
533,3664
533,3665
534,3666
534,3667
534,3668
534,3669
534,3670
535,3671
535,3672
535,3673
535,3674
535,3675
536,3676
536,3677
536,3678
536,3679
536,3680
537,3681
537,3682
537,3683
537,3684
537,3685
538,3686
538,3687
538,3688
538,3689
538,3690
539,3691
539,3692
539,3693
539,3694
539,3695
540,3696
540,3697
540,3698
540,3699
540,3700
541,3701
541,3702
541,3703
541,3704
541,3705
542,3706
542,3707
542,3708
542,3709
542,3710
543,3711
543,3712
543,3713
543,3714
543,3715
544,3716
544,3717
544,3718
544,3719
544,3720
545,3721
545,3722
545,3723
545,3724
545,3725
546,3726
546,3727
546,3728
546,3729
546,3730
547,3731
547,3732
547,3733
547,3734
547,3735
548,3736
548,3737
548,3738
548,3739
548,3740
549,3741
549,3742
549,3743
549,3744
549,3745
550,3746
550,3747
550,3748
550,3749
550,3750
551,3751
551,3752
551,3753
551,3754
551,3755
552,3756
552,3757
552,3758
552,3759
552,3760
553,3761
553,3762
553,3763
553,3764
553,3765
554,3766
554,3767
554,3768
554,3769
554,3770
555,3771
555,3772
555,3773
555,3774
555,3775
556,3776
556,3777
556,3778
556,3779
556,3780
557,3781
557,3782
557,3783
557,3784
557,3785
558,3786
558,3787
558,3788
558,3789
558,3790
559,3791
559,3792
559,3793
559,3794
559,3795
560,3796
